#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Staphylococcus aureus,FDAARGOS_3,19988,SAMN03255443 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018635.2 ,2.92936,32.9,-,JXZH02,8,3082,2893,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/635/GCF_001018635.2_ASM101863v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/635/GCA_001018635.2_ASM101863v2
Staphylococcus aureus,FDAARGOS_11,19988,SAMN03255450 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018715.2 ,2.77705,32.9,-,JXZO02,14,2890,2725,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/715/GCF_001018715.2_ASM101871v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/715/GCA_001018715.2_ASM101871v2
Staphylococcus aureus,FDAARGOS_18,19988,SAMN03255457 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018795.2 ,2.90247,32.8,-,JXZV02,4,3022,2849,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/795/GCF_001018795.2_ASM101879v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/795/GCA_001018795.2_ASM101879v2
Staphylococcus aureus,FDAARGOS_22,19988,SAMN03255461 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018875.2 ,2.98475,32.9,-,JXZZ02,4,3165,2992,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/875/GCF_001018875.2_ASM101887v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/875/GCA_001018875.2_ASM101887v2
Staphylococcus aureus,FDAARGOS_23,19988,SAMN03255462 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018885.2 ,2.82801,32.9,-,JYAA02,2,2990,2834,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/885/GCF_001018885.2_ASM101888v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/885/GCA_001018885.2_ASM101888v2
Staphylococcus aureus,FDAARGOS_26,19988,SAMN03255465 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018905.2 ,2.82593,32.8,-,JYAD02,3,2929,2758,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/905/GCF_001018905.2_ASM101890v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/905/GCA_001018905.2_ASM101890v2
Staphylococcus aureus,FDAARGOS_28,19988,SAMN03255467 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018955.2 ,2.82762,32.9,-,JYAF02,2,2988,2838,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/955/GCF_001018955.2_ASM101895v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/955/GCA_001018955.2_ASM101895v2
Staphylococcus aureus,FDAARGOS_29,19988,SAMN03255468 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018965.2 ,2.9221,32.9,-,JYAG02,2,3049,2855,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/965/GCF_001018965.2_ASM101896v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/965/GCA_001018965.2_ASM101896v2
Staphylococcus aureus,FDAARGOS_31,19988,SAMN03255470 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019015.2 ,2.80263,32.9,-,JYAI02,5,2917,2742,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/015/GCF_001019015.2_ASM101901v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/015/GCA_001019015.2_ASM101901v2
Staphylococcus aureus,FDAARGOS_34,19988,SAMN03255473 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019035.2 ,2.8328,32.8,-,JYAL02,1,2947,2781,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/035/GCF_001019035.2_ASM101903v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/035/GCA_001019035.2_ASM101903v2
Staphylococcus aureus,FDAARGOS_36,19988,SAMN03255475 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019045.2 ,2.83389,32.9,-,JYAN02,4,2958,2770,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/045/GCF_001019045.2_ASM101904v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/045/GCA_001019045.2_ASM101904v2
Staphylococcus aureus,FDAARGOS_38,19988,SAMN03255477 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019055.2 ,2.84445,32.8,-,JYAP02,5,2962,2790,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/055/GCF_001019055.2_ASM101905v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/055/GCA_001019055.2_ASM101905v2
Staphylococcus aureus,FDAARGOS_37,19988,SAMN03255476 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019065.2 ,3.0124,32.9,-,JYAO02,7,3140,2951,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/065/GCF_001019065.2_ASM101906v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/065/GCA_001019065.2_ASM101906v2
Staphylococcus aureus,FDAARGOS_41,19988,SAMN03255480 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019135.2 ,3.02707,32.9,-,JYAS02,6,3215,3029,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/135/GCF_001019135.2_ASM101913v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/135/GCA_001019135.2_ASM101913v2
Staphylococcus aureus,FDAARGOS_45,19988,SAMN03255484 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019175.2 ,2.93881,32.8,-,JYAW02,15,3033,2817,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/175/GCF_001019175.2_ASM101917v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/175/GCA_001019175.2_ASM101917v2
Staphylococcus aureus,FDAARGOS_49,19988,SAMN03255488 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019195.2 ,3.03869,32.8,-,JYBA02,13,3230,3037,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/195/GCF_001019195.2_ASM101919v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/195/GCA_001019195.2_ASM101919v2
Staphylococcus aureus,FDAARGOS_50,19988,SAMN03255489 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019215.2 ,2.92877,32.9,-,JYBB02,4,3097,2907,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/215/GCF_001019215.2_ASM101921v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/215/GCA_001019215.2_ASM101921v2
Staphylococcus aureus,FDAARGOS_8,19988,SAMN03255447 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019295.2 ,3.00401,32.9,-,JXZL02,11,3169,2966,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/295/GCF_001019295.2_ASM101929v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/295/GCA_001019295.2_ASM101929v2
Staphylococcus aureus,FDAARGOS_13,19988,SAMN03255452 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019335.2 ,2.83662,32.9,-,JXZQ02,3,2994,2847,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/335/GCF_001019335.2_ASM101933v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/335/GCA_001019335.2_ASM101933v2
Staphylococcus aureus,FDAARGOS_16,19988,SAMN03255455 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019355.2 ,2.7438,33,-,JXZT02,3,2821,2647,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/355/GCF_001019355.2_ASM101935v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/355/GCA_001019355.2_ASM101935v2
Staphylococcus aureus,FDAARGOS_17,19988,SAMN03255456 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019375.2 ,2.79055,33,-,JXZU02,10,2861,2657,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/375/GCF_001019375.2_ASM101937v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/375/GCA_001019375.2_ASM101937v2
Staphylococcus aureus,FDAARGOS_32,19988,SAMN03255471 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019455.2 ,2.88357,33,-,JYAJ02,9,2984,2785,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/455/GCF_001019455.2_ASM101945v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/455/GCA_001019455.2_ASM101945v2
Staphylococcus aureus,FDAARGOS_33,19988,SAMN03255472 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019475.2 ,2.73851,32.8,-,JYAK02,3,2830,2667,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/475/GCF_001019475.2_ASM101947v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/475/GCA_001019475.2_ASM101947v2
Staphylococcus aureus,FDAARGOS_44,19988,SAMN03255483 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019555.2 ,2.69167,32.8,-,JYAV02,3,2777,2631,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/555/GCF_001019555.1_ASM101955v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/555/GCA_001019555.2_ASM101955v2
Staphylococcus aureus,FDAARGOS_46,19988,SAMN03255485 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019565.2 ,2.97643,32.9,-,JYAX02,2,3148,2983,2015/6/2,2018/1/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/565/GCF_001019565.2_ASM101956v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/565/GCA_001019565.2_ASM101956v2
Staphylococcus aureus subsp. aureus,B6,19988,SAMN03704076 ,PRJNA284620,Terrabacteria group,Firmicutes,GCA_001026765.1 ,2.83042,32.7691,plasmid pSA-B6-1:NZ_CM003311.1/CM003311.1,LDIT01,71,2991,2739,2015/6/10,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/026/765/GCF_001026765.1_ASM102676v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/026/765/GCA_001026765.1_ASM102676v1
Staphylococcus aureus subsp. aureus,#42S,19988,SAMN03160855 ,PRJNA266306,Terrabacteria group,Firmicutes,GCA_001045595.1 ,2.76647,32.7,-,JTFJ01,86,2882,2718,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/595/GCF_001045595.1_ASM104559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/595/GCA_001045595.1_ASM104559v1
Staphylococcus aureus subsp. aureus,51S,19988,SAMN03112991 ,PRJNA264076,Terrabacteria group,Firmicutes,GCA_001045625.1 ,2.70863,32.8,-,JSAJ01,62,2787,2646,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/625/GCF_001045625.1_ASM104562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/625/GCA_001045625.1_ASM104562v1
Staphylococcus aureus,C679,19988,SAMN02777053 ,PRJNA247391,Terrabacteria group,Firmicutes,GCA_001045715.1 ,2.85598,32.7,-,LALF01,297,3040,2856,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/715/GCF_001045715.1_ASM104571v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/715/GCA_001045715.1_ASM104571v1
Staphylococcus aureus,E1470,19988,SAMN02777049 ,PRJNA247382,Terrabacteria group,Firmicutes,GCA_001045725.1 ,2.81596,32.7,-,LALC01,675,3049,2781,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/725/GCF_001045725.1_ASM104572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/725/GCA_001045725.1_ASM104572v1
Staphylococcus aureus,M120,19988,SAMN02777946 ,PRJNA247691,Terrabacteria group,Firmicutes,GCA_001045745.1 ,2.96158,32.7,-,LALO01,341,3073,2948,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/745/GCF_001045745.1_ASM104574v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/745/GCA_001045745.1_ASM104574v1
Staphylococcus aureus,HUV03,19988,SAMN02780904 ,PRJNA247773,Terrabacteria group,Firmicutes,GCA_001045775.1 ,2.87037,32.8,-,LALS01,415,3017,2844,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/775/GCF_001045775.1_ASM104577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/775/GCA_001045775.1_ASM104577v1
Staphylococcus aureus,C123,19988,SAMN02777001 ,PRJNA247361,Terrabacteria group,Firmicutes,GCA_001045805.1 ,2.87301,32.7,-,LALV01,206,3007,2862,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/805/GCF_001045805.1_ASM104580v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/805/GCA_001045805.1_ASM104580v1
Staphylococcus aureus,C1667,19988,SAMN02777033 ,PRJNA247376,Terrabacteria group,Firmicutes,GCA_001045835.1 ,2.85769,32.6,-,LALA01,460,3029,2837,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/835/GCF_001045835.1_ASM104583v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/835/GCA_001045835.1_ASM104583v1
Staphylococcus aureus,C1675,19988,SAMN02777051 ,PRJNA247386,Terrabacteria group,Firmicutes,GCA_001045855.1 ,2.87796,32.7,-,LALD01,604,3089,2899,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/855/GCF_001045855.1_ASM104585v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/855/GCA_001045855.1_ASM104585v1
Staphylococcus aureus,E396,19988,SAMN02777035 ,PRJNA247380,Terrabacteria group,Firmicutes,GCA_001045865.1 ,2.87116,32.7,-,LALB01,152,3010,2879,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/865/GCF_001045865.1_ASM104586v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/865/GCA_001045865.1_ASM104586v1
Staphylococcus aureus,C1058,19988,SAMN02777062 ,PRJNA247396,Terrabacteria group,Firmicutes,GCA_001045895.1 ,2.83102,32.7,-,LALE01,532,3028,2820,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/895/GCF_001045895.1_ASM104589v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/895/GCA_001045895.1_ASM104589v1
Staphylococcus aureus,C186,19988,SAMN02777075 ,PRJNA247398,Terrabacteria group,Firmicutes,GCA_001045905.1 ,2.86768,32.7,-,LALG01,401,3012,2848,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/905/GCF_001045905.1_ASM104590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/905/GCA_001045905.1_ASM104590v1
Staphylococcus aureus,C329,19988,SAMN02777076 ,PRJNA247399,Terrabacteria group,Firmicutes,GCA_001045935.1 ,2.87449,32.7,-,LALH01,239,3003,2877,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/935/GCF_001045935.1_ASM104593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/935/GCA_001045935.1_ASM104593v1
Staphylococcus aureus,E404,19988,SAMN02777079 ,PRJNA247401,Terrabacteria group,Firmicutes,GCA_001045955.1 ,2.86373,32.7,-,LALI01,169,3000,2868,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/955/GCF_001045955.1_ASM104595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/955/GCA_001045955.1_ASM104595v1
Staphylococcus aureus,M109,19988,SAMN02777080 ,PRJNA247403,Terrabacteria group,Firmicutes,GCA_001045975.1 ,2.95521,32.7,-,LALM01,318,3058,2946,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/975/GCF_001045975.1_ASM104597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/975/GCA_001045975.1_ASM104597v1
Staphylococcus aureus,CA17,19988,SAMN02777947 ,PRJNA247692,Terrabacteria group,Firmicutes,GCA_001046015.1 ,2.91749,32.6,-,LALP01,158,3076,2958,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/015/GCF_001046015.1_ASM104601v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/015/GCA_001046015.1_ASM104601v1
Staphylococcus aureus,CA14,19988,SAMN02777948 ,PRJNA247693,Terrabacteria group,Firmicutes,GCA_001046055.1 ,2.83405,32.7,-,LALR01,323,2923,2792,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/055/GCF_001046055.1_ASM104605v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/055/GCA_001046055.1_ASM104605v1
Staphylococcus aureus,C2403,19988,SAMN02786764 ,PRJNA248081,Terrabacteria group,Firmicutes,GCA_001046075.1 ,2.8593,32.7,-,LALW01,192,3005,2864,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/075/GCF_001046075.1_ASM104607v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/075/GCA_001046075.1_ASM104607v1
Staphylococcus aureus,C1407,19988,SAMN02786765 ,PRJNA248085,Terrabacteria group,Firmicutes,GCA_001046105.1 ,2.88144,32.6,-,LALY01,282,3073,2895,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/105/GCF_001046105.1_ASM104610v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/105/GCA_001046105.1_ASM104610v1
Staphylococcus aureus,C1440,19988,SAMN02786786 ,PRJNA248096,Terrabacteria group,Firmicutes,GCA_001046135.1 ,2.92761,32.7,-,LALZ01,414,3125,2950,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/135/GCF_001046135.1_ASM104613v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/135/GCA_001046135.1_ASM104613v1
Staphylococcus aureus,7月15日,19988,SAMN02795854 ,PRJNA248183,Terrabacteria group,Firmicutes,GCA_001046145.1 ,2.93057,32.7,-,LAMD01,216,3106,2960,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/145/GCF_001046145.1_ASM104614v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/145/GCA_001046145.1_ASM104614v1
Staphylococcus aureus,C2701,19988,SAMN02795921 ,PRJNA248190,Terrabacteria group,Firmicutes,GCA_001046175.1 ,2.86932,32.6,-,LAMG01,152,2998,2871,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/175/GCF_001046175.1_ASM104617v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/175/GCA_001046175.1_ASM104617v1
Staphylococcus aureus,C1396,19988,SAMN02795922 ,PRJNA248192,Terrabacteria group,Firmicutes,GCA_001046195.1 ,2.88531,32.7,-,LAMH01,215,3019,2866,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/195/GCF_001046195.1_ASM104619v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/195/GCA_001046195.1_ASM104619v1
Staphylococcus aureus,C2304,19988,SAMN02795938 ,PRJNA248198,Terrabacteria group,Firmicutes,GCA_001046215.1 ,2.95522,32.7,-,LAMJ01,220,3107,2964,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/215/GCF_001046215.1_ASM104621v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/215/GCA_001046215.1_ASM104621v1
Staphylococcus aureus,C1543,19988,SAMN02795939 ,PRJNA248199,Terrabacteria group,Firmicutes,GCA_001046235.1 ,2.88343,32.6,-,LAMK01,120,3039,2900,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/235/GCF_001046235.1_ASM104623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/235/GCA_001046235.1_ASM104623v1
Staphylococcus aureus,HUV01,19988,SAMN02780897 ,PRJNA247764,Terrabacteria group,Firmicutes,GCA_001046255.1 ,2.85494,32.7,-,LALK01,150,2972,2862,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/255/GCF_001046255.1_ASM104625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/255/GCA_001046255.1_ASM104625v1
Staphylococcus aureus,HUV07,19988,SAMN02780902 ,PRJNA247772,Terrabacteria group,Firmicutes,GCA_001046265.1 ,2.86615,32.8,-,LALL01,161,2970,2865,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/265/GCF_001046265.1_ASM104626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/265/GCA_001046265.1_ASM104626v1
Staphylococcus aureus,C2485,19988,SAMN02795940 ,PRJNA248203,Terrabacteria group,Firmicutes,GCA_001046295.1 ,2.91025,32.7,-,LAML01,111,3076,2951,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/295/GCF_001046295.1_ASM104629v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/295/GCA_001046295.1_ASM104629v1
Staphylococcus aureus,PE001,19988,SAMN02795943 ,PRJNA248207,Terrabacteria group,Firmicutes,GCA_001046315.1 ,2.81419,32.7,-,LAMN01,119,2957,2820,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/315/GCF_001046315.1_ASM104631v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/315/GCA_001046315.1_ASM104631v1
Staphylococcus aureus,PE009,19988,SAMN02795946 ,PRJNA248210,Terrabacteria group,Firmicutes,GCA_001046335.1 ,2.94733,32.8,-,LAMO01,683,2892,2760,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/335/GCF_001046335.1_ASM104633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/335/GCA_001046335.1_ASM104633v1
Staphylococcus aureus,99-48,19988,SAMN02795976 ,PRJNA248228,Terrabacteria group,Firmicutes,GCA_001046345.1 ,2.84363,32.6,-,LAMS01,87,2971,2846,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/345/GCF_001046345.1_ASM104634v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/345/GCA_001046345.1_ASM104634v1
Staphylococcus aureus,C1768,19988,SAMN02795977 ,PRJNA248229,Terrabacteria group,Firmicutes,GCA_001046375.1 ,2.79521,32.6,-,LAMT01,93,2899,2778,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/375/GCF_001046375.1_ASM104637v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/375/GCA_001046375.1_ASM104637v1
Staphylococcus aureus,1月19日,19988,SAMN02796021 ,PRJNA248230,Terrabacteria group,Firmicutes,GCA_001046395.1 ,2.85121,32.6,-,LAMU01,248,2996,2848,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/395/GCF_001046395.1_ASM104639v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/395/GCA_001046395.1_ASM104639v1
Staphylococcus aureus,C1378,19988,SAMN02786789 ,PRJNA248097,Terrabacteria group,Firmicutes,GCA_001046405.1 ,2.89723,32.7,-,LAMA01,232,3043,2885,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/405/GCF_001046405.1_ASM104640v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/405/GCA_001046405.1_ASM104640v1
Staphylococcus aureus,C1979,19988,SAMN02786792 ,PRJNA248138,Terrabacteria group,Firmicutes,GCA_001046435.1 ,2.89209,32.7,-,LAMB01,165,3033,2906,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/435/GCF_001046435.1_ASM104643v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/435/GCA_001046435.1_ASM104643v1
Staphylococcus aureus,C1762,19988,SAMN02787040 ,PRJNA248140,Terrabacteria group,Firmicutes,GCA_001046445.1 ,2.88436,32.6,-,LAMC01,182,3040,2885,2015/7/2,2017/3/4,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/445/GCF_001046445.1_ASM104644v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/445/GCA_001046445.1_ASM104644v1
